    971.82     9.400   10
    981.08     9.631   10
    990.34     9.621   10
    999.60     9.603   10
   1008.86     9.724   10
   1018.12     9.663   10
   1027.38     9.707   10
   1036.64     9.685   10
   1045.90     9.458   10
   1055.16     9.407   10
   1064.42     9.499   10
   1073.68     9.571   10
   1082.94     9.782   10
   1092.20     9.938   10
   1101.46     9.762   10
   1110.72     9.546   10
   1119.98     9.636   10
   1129.24     9.721   10
   1138.50     9.616   10
   1147.76     9.757   10
   1155.80     9.665   10
   1157.00     9.679   10
   1158.20     9.732   10
   1159.20     9.680   10
   1160.40     9.646   10
   1161.60     9.588   10
   1162.80     9.606   10
   1164.00     9.566   10
   1165.20     9.608   10
   1166.40     9.611   10
   1167.60     9.608   10
   1168.80     9.626   10
   1169.80     9.629   10
   1171.00     9.623   10
   1172.20     9.626   10
   1173.40     9.663   10
   1174.60     9.608   10
   1175.80     9.647   10
   1177.00     9.636   10
   1178.20     9.673   10
   1179.40     9.649   10
   1180.60     9.654   10
   1181.60     9.655   10
   1182.80     9.626   10
   1184.00     9.683   10
   1185.20     9.717   10
   1186.40     9.660   10
   1187.60     9.696   10
   1188.80     9.726   10
   1190.00     9.696   10
   1191.20     9.699   10
   1192.40     9.701   10
   1193.40     9.777   10
   1194.60     9.797   10
   1195.80     9.821   10
   1197.00     9.834   10
   1198.20     9.785   10
   1199.40     9.881   10
   1200.60     9.949   10
   1201.80     9.877   10
   1203.00     9.824   10
   1204.20     9.814   10
   1205.20     9.838   10
   1206.40     9.793   10
   1207.60    10.002   10
   1208.80    10.134   10
   1210.00    10.166   10
   1211.20    10.273   10
   1212.40    10.544   10
   1213.60    10.725   10
   1214.80    10.894   10
   1216.00    10.931   10
   1217.00    10.886   10
   1218.20    10.737   10
   1219.40    10.396   10
   1220.60    10.255   10
   1221.80    10.033   10
   1223.00     9.888   10
   1224.20     9.822   10
   1225.40     9.808   10
   1226.60     9.746   10
   1227.80     9.713   10
   1228.80     9.734   10
   1230.00     9.741   10
   1231.20     9.770   10
   1232.40     9.737   10
   1233.60     9.821   10
   1234.80     9.710   10
   1236.00     9.698   10
   1237.20     9.820   10
   1238.40     9.760   10
   1239.60     9.756   10
   1240.60     9.817   10
   1241.80     9.846   10
   1243.00     9.811   10
   1244.20     9.814   10
   1245.40     9.785   10
   1246.60     9.760   10
   1247.80     9.769   10
   1249.00     9.786   10
   1250.20     9.811   10
   1251.40     9.880   10
   1252.40     9.849   10
   1253.60     9.879   10
   1254.80     9.846   10
   1256.00     9.867   10
   1257.20     9.935   10
   1258.40     9.927   10
   1259.60     9.898   10
   1260.80     9.843   10
   1262.00     9.852   10
   1263.20     9.809   10
   1264.20     9.850   10
   1265.40     9.828   10
   1266.60     9.768   10
   1267.80     9.805   10
   1269.00     9.789   10
   1270.20     9.789   10
   1271.40     9.770   10
   1272.60     9.751   10
   1273.80     9.729   10
   1275.00     9.800   10
   1276.00     9.760   10
   1277.20     9.757   10
   1278.40     9.770   10
   1279.60     9.758   10
   1280.80     9.795   10
   1282.00     9.768   10
   1283.20     9.838   10
   1284.40     9.804   10
   1285.60     9.806   10
   1286.80     9.866   10
   1287.80     9.825   10
   1289.00     9.758   10
   1290.20     9.792   10
   1291.40     9.792   10
   1292.60     9.759   10
   1293.80     9.780   10
   1295.00     9.702   10
   1296.20     9.733   10
   1297.40     9.746   10
   1298.60     9.837   10
   1299.60     9.855   10
   1300.80     9.856   10
   1302.00     9.810   10
   1303.20     9.830   10
   1304.40     9.889   10
   1305.60     9.764   10
   1306.80     9.783   10
   1308.00     9.830   10
   1309.20     9.764   10
   1310.40     9.710   10
   1311.40     9.828   10
   1312.60     9.802   10
   1313.80     9.791   10
   1315.00     9.783   10
   1316.20     9.796   10
   1317.40     9.861   10
   1318.60     9.772   10
   1319.80     9.794   10
   1321.00     9.772   10
   1322.00     9.753   10
   1323.20     9.750   10
   1324.40     9.754   10
   1325.60     9.739   10
   1326.80     9.838   10
   1328.00     9.788   10
   1329.20     9.821   10
   1330.40     9.885   10
   1331.60     9.838   10
   1332.80     9.817   10
   1333.80     9.897   10
   1335.00     9.911   10
   1336.20     9.921   10
   1337.40     9.882   10
   1338.60     9.836   10
   1339.80     9.892   10
   1341.00     9.853   10
   1342.20     9.851   10
   1343.40     9.840   10
   1344.60     9.832   10
   1345.60     9.810   10
   1346.80     9.795   10
   1348.00     9.830   10
   1349.20     9.865   10
   1350.40     9.902   10
   1351.60     9.934   10
   1352.80     9.955   10
   1354.00     9.891   10
   1355.20     9.951   10
   1356.40     9.929   10
   1357.40     9.932   10
   1358.60     9.900   10
   1359.80     9.903   10
   1361.00     9.867   10
   1362.20     9.919   10
   1363.40     9.949   10
   1364.60     9.875   10
   1365.80     9.894   10
   1367.00     9.948   10
   1368.20     9.890   10
   1369.20     9.909   10
   1370.40     9.919   10
   1371.60     9.886   10
   1372.80     9.884   10
   1374.00     9.984   10
   1375.20     9.968   10
   1376.40     9.912   10
   1377.60     9.934   10
   1378.80     9.992   10
   1380.00     9.857   10
   1381.00     9.852   10
   1382.20     9.950   10
   1383.40     9.923   10
   1384.60     9.876   10
   1385.80     9.937   10
   1387.00     9.913   10
   1388.20     9.942   10
   1389.40     9.938   10
   1390.60     9.952   10
   1391.80     9.870   10
   1392.80     9.868   10
   1394.00     9.898   10
   1395.20     9.932   10
   1396.40     9.974   10
   1397.60    10.006   10
   1398.80     9.989   10
   1400.00     9.912   10
   1401.20     9.945   10
   1402.40     9.965   10
   1403.60     9.919   10
   1404.60     9.921   10
   1405.80     9.957   10
   1407.00     9.959   10
   1408.20    10.008   10
