       2974.7302       2590.2745
       2976.5531       2589.7842
       2978.3789       2589.2968
       2980.2076       2588.8125
       2982.0393       2588.3311
       2983.8739       2587.8526
       2985.7115       2587.3772
       2987.5520       2586.9047
       2989.3954       2586.4352
       2991.2417       2585.9686
       2993.0909       2585.5050
       2994.9430       2585.0443
       2996.7981       2584.5866
       2998.6560       2584.1318
       3000.5168       2583.6800
       3002.3805       2583.2311
       3004.2471       2582.7851
       3006.1166       2582.3421
       3007.9889       2581.9020
       3009.8641       2581.4649
       3011.7421       2581.0306
       3013.6230       2580.5993
       3015.5068       2580.1709
       3017.3934       2579.7454
       3019.2828       2579.3229
       3021.1751       2578.9032
       3023.0702       2578.4865
       3024.9681       2578.0726
       3026.8688       2577.6617
       3028.7724       2577.2536
       3030.6787       2576.8485
       3032.5879       2576.4462
       3034.4999       2576.0468
       3036.4146       2575.6503
       3038.3322       2575.2567
       3040.2525       2574.8660
       3042.1756       2574.4781
       3044.1015       2574.0931
       3046.0302       2573.7110
       3047.9616       2573.3318
       3049.8958       2572.9554
       3051.8327       2572.5819
       3053.7724       2572.2112
       3055.7148       2571.8434
       3057.6600       2571.4784
       3059.6079       2571.1163
       3061.5585       2570.7570
       3063.5119       2570.4006
       3065.4679       2570.0470
       3067.4267       2569.6962
       3069.3882       2569.3483
       3071.3524       2569.0032
       3073.3193       2568.6610
       3075.2889       2568.3215
       3077.2612       2567.9849
       3079.2362       2567.6511
       3081.2139       2567.3201
       3083.1942       2566.9919
       3085.1772       2566.6665
       3087.1629       2566.3440
       3089.1512       2566.0242
       3091.1422       2565.7072
       3093.1359       2565.3931
       3095.1322       2565.0817
       3097.1311       2564.7731
       3099.1327       2564.4673
       3101.1369       2564.1643
       3103.1437       2563.8641
       3105.1532       2563.5666
       3107.1652       2563.2719
       3109.1799       2562.9800
       3111.1972       2562.6909
       3113.2171       2562.4045
       3115.2396       2562.1209
       3117.2647       2561.8401
       3119.2924       2561.5620
       3121.3227       2561.2867
       3123.3556       2561.0141
       3125.3910       2560.7442
       3127.4290       2560.4771
       3129.4696       2560.2128
       3131.5127       2559.9512
       3133.5584       2559.6923
       3135.6067       2559.4362
       3137.6575       2559.1828
       3139.7108       2558.9321
       3141.7667       2558.6841
       3143.8251       2558.4389
       3145.8860       2558.1964
       3147.9495       2557.9566
       3150.0155       2557.7195
       3152.0840       2557.4851
       3154.1550       2557.2534
       3156.2285       2557.0245
       3158.3046       2556.7982
       3160.3831       2556.5746
       3162.4641       2556.3538
       3164.5476       2556.1356
       3166.6336       2555.9201
       3168.7221       2555.7073
       3170.8130       2555.4971
       3172.9064       2555.2897
       3175.0023       2555.0849
       3177.1006       2554.8828
       3179.2014       2554.6834
       3181.3047       2554.4866
       3183.4104       2554.2926
       3185.5185       2554.1011
       3187.6291       2553.9124
       3189.7421       2553.7262
       3191.8576       2553.5428
       3193.9754       2553.3620
       3196.0957       2553.1838
       3198.2184       2553.0083
       3200.3436       2552.8354
       3202.4711       2552.6652
       3204.6010       2552.4976
       3206.7333       2552.3326
       3208.8681       2552.1703
       3211.0052       2552.0106
       3213.1447       2551.8535
       3215.2865       2551.6990
       3217.4308       2551.5472
       3219.5774       2551.3980
       3221.7264       2551.2513
       3223.8778       2551.1073
       3226.0315       2550.9659
       3228.1875       2550.8271
       3230.3460       2550.6910
       3232.5067       2550.5574
       3234.6698       2550.4264
       3236.8353       2550.2979
       3239.0031       2550.1721
       3241.1732       2550.0489
       3243.3456       2549.9282
       3245.5203       2549.8102
       3247.6974       2549.6947
       3249.8768       2549.5818
       3252.0584       2549.4714
       3254.2424       2549.3637
       3256.4287       2549.2584
       3258.6173       2549.1558
       3260.8081       2549.0557
       3263.0013       2548.9582
       3265.1967       2548.8632
       3267.3944       2548.7708
       3269.5944       2548.6809
       3271.7967       2548.5936
       3274.0012       2548.5088
       3276.2079       2548.4266
       3278.4170       2548.3469
       3280.6282       2548.2697
       3282.8418       2548.1951
       3285.0575       2548.1230
       3287.2755       2548.0534
       3289.4958       2547.9864
       3291.7183       2547.9218
       3293.9430       2547.8598
       3296.1699       2547.8003
       3298.3990       2547.7433
       3300.6304       2547.6888
       3302.8639       2547.6369
       3305.0997       2547.5874
       3307.3376       2547.5404
       3309.5778       2547.4959
       3311.8201       2547.4540
       3314.0647       2547.4145
       3316.3114       2547.3775
       3318.5603       2547.3430
       3320.8114       2547.3109
       3323.0647       2547.2814
       3325.3201       2547.2543
       3327.5777       2547.2297
       3329.8374       2547.2076
       3332.0993       2547.1880
       3334.3634       2547.1708
       3336.6296       2547.1561
       3338.8979       2547.1438
       3341.1684       2547.1340
       3343.4410       2547.1267
       3345.7158       2547.1218
       3347.9926       2547.1193
       3350.2716       2547.1193
       3352.5527       2547.1218
       3354.8360       2547.1267
       3357.1213       2547.1340
       3359.4088       2547.1438
       3361.6983       2547.1560
       3363.9900       2547.1706
       3366.2837       2547.1877
       3368.5796       2547.2071
       3370.8775       2547.2290
       3373.1775       2547.2534
       3375.4796       2547.2801
       3377.7837       2547.3093
       3380.0900       2547.3408
       3382.3983       2547.3748
       3384.7086       2547.4112
       3387.0210       2547.4500
       3389.3355       2547.4911
       3391.6520       2547.5347
       3393.9706       2547.5807
       3396.2912       2547.6290
       3398.6139       2547.6798
       3400.9386       2547.7329
       3403.2653       2547.7884
       3405.5941       2547.8463
       3407.9248       2547.9066
       3410.2576       2547.9693
       3412.5924       2548.0343
       3414.9293       2548.1017
       3417.2681       2548.1715
       3419.6089       2548.2436
       3421.9518       2548.3181
       3424.2966       2548.3949
       3426.6434       2548.4741
       3428.9922       2548.5557
       3431.3430       2548.6396
       3433.6958       2548.7258
       3436.0506       2548.8144
       3438.4073       2548.9053
       3440.7660       2548.9986
       3443.1267       2549.0942
       3445.4893       2549.1922
       3447.8539       2549.2925
       3450.2205       2549.3951
       3452.5890       2549.5000
       3454.9594       2549.6072
       3457.3318       2549.7168
       3459.7061       2549.8287
       3462.0824       2549.9429
       3464.4606       2550.0594
       3466.8407       2550.1783
       3469.2227       2550.2994
       3471.6067       2550.4228
       3473.9926       2550.5486
       3476.3804       2550.6766
       3478.7701       2550.8069
       3481.1617       2550.9396
       3483.5552       2551.0745
       3485.9506       2551.2117
       3488.3479       2551.3512
       3490.7471       2551.4929
       3493.1482       2551.6370
       3495.5512       2551.7833
       3497.9560       2551.9319
       3500.3628       2552.0828
       3502.7714       2552.2359
       3505.1818       2552.3913
       3507.5942       2552.5490
       3510.0083       2552.7089
       3512.4244       2552.8711
       3514.8423       2553.0356
       3517.2621       2553.2023
       3519.6837       2553.3712
       3522.1071       2553.5424
       3524.5324       2553.7158
       3526.9595       2553.8915
       3529.3885       2554.0694
       3531.8193       2554.2496
       3534.2519       2554.4320
       3536.6863       2554.6166
       3539.1226       2554.8035
       3541.5606       2554.9925
       3544.0005       2555.1838
       3546.4422       2555.3773
       3548.8857       2555.5731
       3551.3310       2555.7710
       3553.7781       2555.9712
       3556.2270       2556.1736
       3558.6776       2556.3782
       3561.1301       2556.5850
       3563.5843       2556.7939
       3566.0403       2557.0051
       3568.4981       2557.2185
       3570.9577       2557.4341
       3573.4190       2557.6519
       3575.8821       2557.8718
       3578.3470       2558.0940
       3580.8136       2558.3183
       3583.2820       2558.5448
       3585.7521       2558.7735
       3588.2240       2559.0044
       3590.6976       2559.2374
       3593.1730       2559.4727
       3595.6501       2559.7100
       3598.1289       2559.9496
       3600.6095       2560.1913
       3603.0918       2560.4352
       3605.5758       2560.6812
       3608.0615       2560.9294
       3610.5490       2561.1797
       3613.0381       2561.4322
       3615.5290       2561.6868
